date,datatype,station,attributes,value
2023-01-02T00:00:00,PRCP,GHCND:US1CACC0050,",,N,0700",0
2023-01-02T00:00:00,SNOW,GHCND:US1CACC0050,",,N,0700",0
2023-01-02T00:00:00,PRCP,GHCND:US1CACC0052,",,N,0900",0
2023-01-02T00:00:00,SNOW,GHCND:US1CACC0052,",,N,0900",0
2023-01-02T00:00:00,PRCP,GHCND:US1CACC0053,"T,,N,0800",0
2023-01-02T00:00:00,DAPR,GHCND:US1CAMR0002,",,N,1400",3
2023-01-02T00:00:00,MDPR,GHCND:US1CAMR0002,",,N,1400",1026
2023-01-02T00:00:00,PRCP,GHCND:US1CAMR0005,",,N,0800",0
2023-01-02T00:00:00,SNOW,GHCND:US1CAMR0005,",,N,0800",0
2023-01-02T00:00:00,PRCP,GHCND:US1CAMR0013,",,N,0700",0
2023-01-02T00:00:00,SNOW,GHCND:US1CAMR0013,",,N,0700",0
2023-01-02T00:00:00,PRCP,GHCND:US1CAMR0016,",,N,0700",0
2023-01-02T00:00:00,SNOW,GHCND:US1CAMR0016,",,N,0700",0
2023-01-02T00:00:00,PRCP,GHCND:US1CAMR0024,",,N,0800",0
2023-01-02T00:00:00,SNOW,GHCND:US1CAMR0024,",,N,0800",0
2023-01-02T00:00:00,PRCP,GHCND:US1CAMR0025,",,N,0800",0
2023-01-02T00:00:00,SNOW,GHCND:US1CAMR0025,",,N,0800",0
2023-01-02T00:00:00,PRCP,GHCND:US1CAMR0026,",,N,0700",0
2023-01-02T00:00:00,SNOW,GHCND:US1CAMR0026,",,N,0700",0
2023-01-02T00:00:00,PRCP,GHCND:US1CAMR0030,",,N,2200",38
2023-01-02T00:00:00,PRCP,GHCND:US1CAMR0040,",,N,0700",0
2023-01-02T00:00:00,SNOW,GHCND:US1CAMR0040,",,N,0700",0
2023-01-02T00:00:00,PRCP,GHCND:US1CAMR0054,",,N,0700",0
2023-01-02T00:00:00,SNOW,GHCND:US1CAMR0054,",,N,0700",0
2023-01-02T00:00:00,PRCP,GHCND:US1CAMR0055,",,N,0700",0
2023-01-02T00:00:00,SNOW,GHCND:US1CAMR0055,",,N,0700",0
2023-01-02T00:00:00,PRCP,GHCND:US1CAMR0058,",,N,0700",0
2023-01-02T00:00:00,SNOW,GHCND:US1CAMR0058,",,N,0700",0
2023-01-02T00:00:00,PRCP,GHCND:US1CAMR0060,",,N,0830",0
2023-01-02T00:00:00,SNOW,GHCND:US1CAMR0060,",,N,0830",0
2023-01-02T00:00:00,PRCP,GHCND:US1CASF0004,",,N,0000",109
2023-01-02T00:00:00,PRCP,GHCND:US1CASF0017,",,N,0700",0
2023-01-02T00:00:00,SNOW,GHCND:US1CASF0017,",,N,0700",0
2023-01-02T00:00:00,PRCP,GHCND:US1CASF0020,",,N,0800",5
2023-01-02T00:00:00,PRCP,GHCND:US1CASF0021,"T,,N,0700",0
2023-01-02T00:00:00,PRCP,GHCND:US1CASM0001,",,N,0900",0
2023-01-02T00:00:00,SNOW,GHCND:US1CASM0001,",,N,0900",0
2023-01-02T00:00:00,PRCP,GHCND:US1CASM0005,",,N,0000",58
2023-01-02T00:00:00,PRCP,GHCND:US1CASM0006,",,N,0800",3
2023-01-02T00:00:00,PRCP,GHCND:US1CASM0007,"T,,N,0900",0
2023-01-02T00:00:00,SNOW,GHCND:US1CASM0007,",,N,0900",0
2023-01-02T00:00:00,SNWD,GHCND:US1CASM0007,",,N,0900",0
2023-01-02T00:00:00,PRCP,GHCND:US1CASM0022,",,N,1200",0
2023-01-02T00:00:00,SNOW,GHCND:US1CASM0022,",,N,1200",0
2023-01-02T00:00:00,PRCP,GHCND:US1CASM0025,",,N,0700",3
2023-01-02T00:00:00,PRCP,GHCND:US1CASM0033,",,N,0700",0
2023-01-02T00:00:00,SNOW,GHCND:US1CASM0033,",,N,0700",0
2023-01-02T00:00:00,PRCP,GHCND:US1CASM0038,",,N,0700",5
2023-01-02T00:00:00,PRCP,GHCND:US1CASM0039,",,N,0800",0
2023-01-02T00:00:00,SNOW,GHCND:US1CASM0039,",,N,0800",0
2023-01-02T00:00:00,PRCP,GHCND:US1CASM0042,",,N,0700",0
2023-01-02T00:00:00,SNOW,GHCND:US1CASM0042,",,N,0700",0
2023-01-02T00:00:00,PRCP,GHCND:US1CASM0044,",,N,0700",0
2023-01-02T00:00:00,SNOW,GHCND:US1CASM0044,",,N,0700",0
2023-01-02T00:00:00,PRCP,GHCND:US1CASM0045,"T,,N,0800",0
2023-01-02T00:00:00,PRCP,GHCND:US1CASM0046,",,N,0700",5
2023-01-02T00:00:00,PRCP,GHCND:US1CASM0047,",,N,0700",0
2023-01-02T00:00:00,SNOW,GHCND:US1CASM0047,",,N,0700",0
2023-01-02T00:00:00,PRCP,GHCND:US1CASO0006,",,N,0700",0
2023-01-02T00:00:00,SNOW,GHCND:US1CASO0006,",,N,0700",0
2023-01-02T00:00:00,TMAX,GHCND:USC00040693,",,7,0800",111
2023-01-02T00:00:00,TMIN,GHCND:USC00040693,",,7,0800",67
2023-01-02T00:00:00,PRCP,GHCND:USC00043244,",,7,1600",10
2023-01-02T00:00:00,TMAX,GHCND:USC00043244,",,7,1600",128
2023-01-02T00:00:00,TMIN,GHCND:USC00043244,",,7,1600",33
2023-01-02T00:00:00,TOBS,GHCND:USC00043244,",,7,1600",78
2023-01-02T00:00:00,PRCP,GHCND:USC00043714,",,7,1600",13
2023-01-02T00:00:00,TMAX,GHCND:USC00043714,",,7,1600",117
2023-01-02T00:00:00,TMIN,GHCND:USC00043714,",,7,1600",50
2023-01-02T00:00:00,TOBS,GHCND:USC00043714,",,7,1600",106
2023-01-02T00:00:00,PRCP,GHCND:USC00044500,",,7,1600",28
2023-01-02T00:00:00,TMAX,GHCND:USC00044500,",,7,1600",150
2023-01-02T00:00:00,TMIN,GHCND:USC00044500,",,7,1600",44
2023-01-02T00:00:00,TOBS,GHCND:USC00044500,",,7,1600",67
2023-01-02T00:00:00,PRCP,GHCND:USC00045915,",,7,0800",0
2023-01-02T00:00:00,SNOW,GHCND:USC00045915,",,7,",0
2023-01-02T00:00:00,SNWD,GHCND:USC00045915,",,7,",0
2023-01-02T00:00:00,TMAX,GHCND:USC00045915,",,7,0800",117
2023-01-02T00:00:00,TMIN,GHCND:USC00045915,",,7,0800",61
2023-01-02T00:00:00,TOBS,GHCND:USC00045915,",,7,0800",94
2023-01-02T00:00:00,PRCP,GHCND:USC00046336,",,7,2400",109
2023-01-02T00:00:00,TMAX,GHCND:USC00046336,",,7,2400",117
2023-01-02T00:00:00,TMIN,GHCND:USC00046336,",,7,2400",72
2023-01-02T00:00:00,TOBS,GHCND:USC00046336,",,7,2400",89
2023-01-02T00:00:00,PRCP,GHCND:USC00047339,",,7,2400",94
2023-01-02T00:00:00,TMAX,GHCND:USC00047339,",,7,2400",111
2023-01-02T00:00:00,TMIN,GHCND:USC00047339,",,7,2400",50
2023-01-02T00:00:00,TOBS,GHCND:USC00047339,",,7,2400",78
2023-01-02T00:00:00,PRCP,GHCND:USC00047880,",,7,2400",140
2023-01-02T00:00:00,TMAX,GHCND:USC00047880,",,7,2400",100
2023-01-02T00:00:00,TMIN,GHCND:USC00047880,",,7,2400",67
2023-01-02T00:00:00,TOBS,GHCND:USC00047880,",,7,2400",72
2023-01-02T00:00:00,PRCP,GHCND:USC00049219,",,7,1600",15
2023-01-02T00:00:00,TMAX,GHCND:USC00049219,",,7,1600",150
2023-01-02T00:00:00,TMIN,GHCND:USC00049219,",,7,1600",56
2023-01-02T00:00:00,TOBS,GHCND:USC00049219,",,7,1600",56
2023-01-02T00:00:00,TAVG,GHCND:USR0000CBAR,",,U,",62
2023-01-02T00:00:00,TMAX,GHCND:USR0000CBAR,"H,,U,",78
2023-01-02T00:00:00,TMIN,GHCND:USR0000CBAR,"H,,U,",50
2023-01-02T00:00:00,TAVG,GHCND:USR0000CBIR,",,U,",66
2023-01-02T00:00:00,TMAX,GHCND:USR0000CBIR,"H,,U,",94
2023-01-02T00:00:00,TMIN,GHCND:USR0000CBIR,"H,,U,",44
2023-01-02T00:00:00,TAVG,GHCND:USR0000CBKD,",,U,",51
2023-01-02T00:00:00,TMAX,GHCND:USR0000CBKD,"H,,U,",72
2023-01-02T00:00:00,TMIN,GHCND:USR0000CBKD,"H,,U,",33
2023-01-02T00:00:00,TAVG,GHCND:USR0000CBRI,",,U,",54
2023-01-02T00:00:00,TMAX,GHCND:USR0000CBRI,"H,,U,",72
2023-01-02T00:00:00,TMIN,GHCND:USR0000CBRI,"H,,U,",39
2023-01-02T00:00:00,TAVG,GHCND:USR0000COKN,",,U,",58
2023-01-02T00:00:00,TMAX,GHCND:USR0000COKN,"H,,U,",78
2023-01-02T00:00:00,TMIN,GHCND:USR0000COKN,"H,,U,",39
2023-01-02T00:00:00,TAVG,GHCND:USR0000COKS,",,U,",64
2023-01-02T00:00:00,TMAX,GHCND:USR0000COKS,"H,,U,",83
2023-01-02T00:00:00,TMIN,GHCND:USR0000COKS,"H,,U,",50
2023-01-02T00:00:00,TAVG,GHCND:USR0000CPUL,",,U,",79
2023-01-02T00:00:00,TMAX,GHCND:USR0000CPUL,"H,,U,",111
2023-01-02T00:00:00,TMIN,GHCND:USR0000CPUL,"H,,U,",56
2023-01-02T00:00:00,TAVG,GHCND:USR0000CSVA,",,U,",71
2023-01-02T00:00:00,TMAX,GHCND:USR0000CSVA,"H,,U,",100
2023-01-02T00:00:00,TMIN,GHCND:USR0000CSVA,"H,,U,",56
2023-01-02T00:00:00,TAVG,GHCND:USR0000CTRA,",,U,",53
2023-01-02T00:00:00,TMAX,GHCND:USR0000CTRA,"H,,U,",72
2023-01-02T00:00:00,TMIN,GHCND:USR0000CTRA,"H,,U,",33
2023-01-02T00:00:00,TAVG,GHCND:USR0000CWOO,",,U,",54
2023-01-02T00:00:00,TMAX,GHCND:USR0000CWOO,"H,,U,",72
2023-01-02T00:00:00,TMIN,GHCND:USR0000CWOO,"H,,U,",39
2023-01-02T00:00:00,AWND,GHCND:USW00023230,",,W,",46
2023-01-02T00:00:00,PRCP,GHCND:USW00023230,",,W,2400",104
2023-01-02T00:00:00,TMAX,GHCND:USW00023230,",,W,2400",111
2023-01-02T00:00:00,TMIN,GHCND:USW00023230,",,W,2400",72
2023-01-02T00:00:00,WDF2,GHCND:USW00023230,",,W,",60
2023-01-02T00:00:00,WDF5,GHCND:USW00023230,",,W,",70
2023-01-02T00:00:00,WSF2,GHCND:USW00023230,",,W,",107
2023-01-02T00:00:00,WSF5,GHCND:USW00023230,",,W,",152
2023-01-02T00:00:00,WT01,GHCND:USW00023230,",,W,",1
2023-01-02T00:00:00,ADPT,GHCND:USW00023234,",,W,",50
2023-01-02T00:00:00,ASLP,GHCND:USW00023234,",,W,",10112
2023-01-02T00:00:00,ASTP,GHCND:USW00023234,",,W,",10102
2023-01-02T00:00:00,AWBT,GHCND:USW00023234,",,W,",78
2023-01-02T00:00:00,AWND,GHCND:USW00023234,",,W,",47
2023-01-02T00:00:00,PRCP,GHCND:USW00023234,",,W,2400",135
2023-01-02T00:00:00,RHAV,GHCND:USW00023234,",,W,",73
2023-01-02T00:00:00,RHMN,GHCND:USW00023234,",,W,",50
2023-01-02T00:00:00,RHMX,GHCND:USW00023234,",,W,",93
2023-01-02T00:00:00,TAVG,GHCND:USW00023234,"H,,S,",113
2023-01-02T00:00:00,TMAX,GHCND:USW00023234,",,W,2400",117
2023-01-02T00:00:00,TMIN,GHCND:USW00023234,",,W,2400",83
2023-01-02T00:00:00,WDF2,GHCND:USW00023234,",,W,",20
2023-01-02T00:00:00,WDF5,GHCND:USW00023234,",,W,",20
2023-01-02T00:00:00,WSF2,GHCND:USW00023234,",,W,",103
2023-01-02T00:00:00,WSF5,GHCND:USW00023234,",,W,",125
2023-01-02T00:00:00,WT01,GHCND:USW00023234,",,W,",1
2023-01-02T00:00:00,ADPT,GHCND:USW00023254,",,W,",33
2023-01-02T00:00:00,ASLP,GHCND:USW00023254,",,W,",10105
2023-01-02T00:00:00,ASTP,GHCND:USW00023254,",,W,",10098
2023-01-02T00:00:00,AWBT,GHCND:USW00023254,",,W,",56
2023-01-02T00:00:00,AWND,GHCND:USW00023254,",,W,",31
2023-01-02T00:00:00,PRCP,GHCND:USW00023254,",,W,2400",89
2023-01-02T00:00:00,RHAV,GHCND:USW00023254,",,W,",80
2023-01-02T00:00:00,RHMN,GHCND:USW00023254,",,W,",66
2023-01-02T00:00:00,RHMX,GHCND:USW00023254,",,W,",96
2023-01-02T00:00:00,TAVG,GHCND:USW00023254,"H,,S,",76
2023-01-02T00:00:00,TMAX,GHCND:USW00023254,",,W,2400",89
2023-01-02T00:00:00,TMIN,GHCND:USW00023254,",,W,2400",44
2023-01-02T00:00:00,WDF2,GHCND:USW00023254,",,W,",110
2023-01-02T00:00:00,WDF5,GHCND:USW00023254,",,W,",120
2023-01-02T00:00:00,WSF2,GHCND:USW00023254,",,W,",76
2023-01-02T00:00:00,WSF5,GHCND:USW00023254,",,W,",121
2023-01-02T00:00:00,WT01,GHCND:USW00023254,",,W,",1
2023-01-02T00:00:00,WT08,GHCND:USW00023254,",,W,",1
2023-01-02T00:00:00,PRCP,GHCND:USW00023272,",,W,2400",107
2023-01-02T00:00:00,TMAX,GHCND:USW00023272,",,W,2400",117
2023-01-02T00:00:00,TMIN,GHCND:USW00023272,",,W,2400",72
2023-01-02T00:00:00,ADPT,GHCND:USW00093227,",,W,",22
2023-01-02T00:00:00,ASLP,GHCND:USW00093227,",,W,",10108
2023-01-02T00:00:00,ASTP,GHCND:USW00093227,",,W,",10091
2023-01-02T00:00:00,AWBT,GHCND:USW00093227,",,W,",56
2023-01-02T00:00:00,AWND,GHCND:USW00093227,",,W,",45
2023-01-02T00:00:00,PRCP,GHCND:USW00093227,",,W,2400",56
2023-01-02T00:00:00,RHAV,GHCND:USW00093227,",,W,",71
2023-01-02T00:00:00,RHMN,GHCND:USW00093227,",,W,",50
2023-01-02T00:00:00,RHMX,GHCND:USW00093227,",,W,",83
2023-01-02T00:00:00,TMAX,GHCND:USW00093227,",,W,2400",94
2023-01-02T00:00:00,TMIN,GHCND:USW00093227,",,W,2400",44
2023-01-02T00:00:00,WDF2,GHCND:USW00093227,",,W,",80
2023-01-02T00:00:00,WDF5,GHCND:USW00093227,",,W,",80
2023-01-02T00:00:00,WSF2,GHCND:USW00093227,",,W,",125
2023-01-02T00:00:00,WSF5,GHCND:USW00093227,",,W,",165
2023-01-02T00:00:00,WT01,GHCND:USW00093227,",,W,",1
2023-01-02T00:00:00,WT08,GHCND:USW00093227,",,W,",1
2023-01-02T00:00:00,ADPT,GHCND:USW00093228,",,W,",39
2023-01-02T00:00:00,ASLP,GHCND:USW00093228,",,W,",10122
2023-01-02T00:00:00,ASTP,GHCND:USW00093228,",,W,",10091
2023-01-02T00:00:00,AWBT,GHCND:USW00093228,",,W,",61
2023-01-02T00:00:00,AWND,GHCND:USW00093228,",,W,",38
2023-01-02T00:00:00,PRCP,GHCND:USW00093228,",,W,2400",99
2023-01-02T00:00:00,RHAV,GHCND:USW00093228,",,W,",77
2023-01-02T00:00:00,RHMN,GHCND:USW00093228,",,W,",55
2023-01-02T00:00:00,RHMX,GHCND:USW00093228,",,W,",93
2023-01-02T00:00:00,TAVG,GHCND:USW00093228,"H,,S,",85
2023-01-02T00:00:00,TMAX,GHCND:USW00093228,",,W,2400",117
2023-01-02T00:00:00,TMIN,GHCND:USW00093228,",,W,2400",50
2023-01-02T00:00:00,WDF2,GHCND:USW00093228,",,W,",60
2023-01-02T00:00:00,WDF5,GHCND:USW00093228,",,W,",60
2023-01-02T00:00:00,WSF2,GHCND:USW00093228,",,W,",89
2023-01-02T00:00:00,WSF5,GHCND:USW00093228,",,W,",121
2023-01-02T00:00:00,WT01,GHCND:USW00093228,",,W,",1
2023-01-03T00:00:00,PRCP,GHCND:US1CAAL0001,",,N,0700",112
2023-01-03T00:00:00,PRCP,GHCND:US1CAAL0003,",,N,0700",112
2023-01-03T00:00:00,PRCP,GHCND:US1CAAL0004,",,N,0700",130
2023-01-03T00:00:00,PRCP,GHCND:US1CAAL0006,",,N,0700",97
2023-01-03T00:00:00,PRCP,GHCND:US1CAAL0011,",,N,0900",71
2023-01-03T00:00:00,PRCP,GHCND:US1CAAL0012,",,N,0700",119
2023-01-03T00:00:00,PRCP,GHCND:US1CAAL0024,",,N,0700",86
2023-01-03T00:00:00,PRCP,GHCND:US1CAAL0025,",,N,0800",79
2023-01-03T00:00:00,PRCP,GHCND:US1CAAL0030,",,N,0700",97
2023-01-03T00:00:00,PRCP,GHCND:US1CAAL0034,",,N,0800",94
2023-01-03T00:00:00,PRCP,GHCND:US1CAAL0039,",,N,0800",91
2023-01-03T00:00:00,PRCP,GHCND:US1CAAL0052,",,N,0700",0
2023-01-03T00:00:00,SNOW,GHCND:US1CAAL0052,",,N,0700",0
2023-01-03T00:00:00,PRCP,GHCND:US1CAAL0060,",,N,0700",30
2023-01-03T00:00:00,PRCP,GHCND:US1CACC0001,",,N,0700",124
2023-01-03T00:00:00,PRCP,GHCND:US1CACC0004,",,N,0800",140
2023-01-03T00:00:00,PRCP,GHCND:US1CACC0006,",,N,0700",152
2023-01-03T00:00:00,PRCP,GHCND:US1CACC0010,",,N,0900",119
2023-01-03T00:00:00,PRCP,GHCND:US1CACC0018,",,N,0700",124
2023-01-03T00:00:00,PRCP,GHCND:US1CACC0025,",,N,0700",142
2023-01-03T00:00:00,PRCP,GHCND:US1CACC0028,",,N,0800",109
2023-01-03T00:00:00,PRCP,GHCND:US1CACC0031,",,N,0501",137
2023-01-03T00:00:00,PRCP,GHCND:US1CACC0037,",,N,0530",89
2023-01-03T00:00:00,PRCP,GHCND:US1CACC0040,",,N,0630",117
2023-01-03T00:00:00,PRCP,GHCND:US1CACC0045,",,N,0700",145
2023-01-03T00:00:00,PRCP,GHCND:US1CACC0046,",,N,0700",89
2023-01-03T00:00:00,PRCP,GHCND:US1CACC0050,",,N,0700",112
2023-01-03T00:00:00,PRCP,GHCND:US1CACC0052,",,N,0900",112
2023-01-03T00:00:00,PRCP,GHCND:US1CACC0053,",,N,0800",122
2023-01-03T00:00:00,PRCP,GHCND:US1CAMR0002,",,N,0700",152
2023-01-03T00:00:00,PRCP,GHCND:US1CAMR0004,",,N,0900",117
2023-01-03T00:00:00,PRCP,GHCND:US1CAMR0005,",,N,0800",175
2023-01-03T00:00:00,PRCP,GHCND:US1CAMR0013,",,N,0700",127
2023-01-03T00:00:00,PRCP,GHCND:US1CAMR0016,",,N,0700",130
2023-01-03T00:00:00,PRCP,GHCND:US1CAMR0025,",,N,0800",163
2023-01-03T00:00:00,PRCP,GHCND:US1CAMR0026,",,N,0700",109
2023-01-03T00:00:00,PRCP,GHCND:US1CAMR0030,"T,,N,2200",0
2023-01-03T00:00:00,PRCP,GHCND:US1CAMR0031,",,N,0800",152
2023-01-03T00:00:00,PRCP,GHCND:US1CAMR0032,",,N,0700",188
2023-01-03T00:00:00,PRCP,GHCND:US1CAMR0040,",,N,0700",157
2023-01-03T00:00:00,PRCP,GHCND:US1CAMR0045,",,N,0800",130
2023-01-03T00:00:00,PRCP,GHCND:US1CAMR0049,",,N,0700",150
2023-01-03T00:00:00,PRCP,GHCND:US1CAMR0053,",,N,0800",130
2023-01-03T00:00:00,PRCP,GHCND:US1CAMR0054,",,N,0700",114
2023-01-03T00:00:00,PRCP,GHCND:US1CAMR0055,",,N,0700",69
2023-01-03T00:00:00,PRCP,GHCND:US1CAMR0058,",,N,0700",160
2023-01-03T00:00:00,PRCP,GHCND:US1CAMR0060,",,N,0830",137
2023-01-03T00:00:00,PRCP,GHCND:US1CASF0004,",,N,0000",5
2023-01-03T00:00:00,PRCP,GHCND:US1CASF0014,",,N,0800",114
2023-01-03T00:00:00,PRCP,GHCND:US1CASF0017,",,N,0700",117
2023-01-03T00:00:00,PRCP,GHCND:US1CASF0020,",,N,0800",119
2023-01-03T00:00:00,PRCP,GHCND:US1CASF0021,",,N,0700",135
2023-01-03T00:00:00,PRCP,GHCND:US1CASM0001,",,N,0800",152
2023-01-03T00:00:00,PRCP,GHCND:US1CASM0005,",,N,0000",5
2023-01-03T00:00:00,PRCP,GHCND:US1CASM0006,",,N,0800",99
2023-01-03T00:00:00,PRCP,GHCND:US1CASM0007,",,N,0900",239
2023-01-03T00:00:00,SNOW,GHCND:US1CASM0007,",,N,0900",0
2023-01-03T00:00:00,SNWD,GHCND:US1CASM0007,",,N,0900",0
2023-01-03T00:00:00,PRCP,GHCND:US1CASM0013,",,N,0700",269
2023-01-03T00:00:00,PRCP,GHCND:US1CASM0022,",,N,1200",0
2023-01-03T00:00:00,SNOW,GHCND:US1CASM0022,",,N,1200",0
2023-01-03T00:00:00,PRCP,GHCND:US1CASM0025,",,N,0700",102
2023-01-03T00:00:00,PRCP,GHCND:US1CASM0033,",,N,0700",213
2023-01-03T00:00:00,PRCP,GHCND:US1CASM0038,",,N,0700",119
2023-01-03T00:00:00,PRCP,GHCND:US1CASM0039,",,N,0800",231
2023-01-03T00:00:00,PRCP,GHCND:US1CASM0042,",,N,0700",157
2023-01-03T00:00:00,PRCP,GHCND:US1CASM0044,",,N,0700",132
2023-01-03T00:00:00,PRCP,GHCND:US1CASM0045,",,N,0800",86
2023-01-03T00:00:00,PRCP,GHCND:US1CASM0046,",,N,0700",140
2023-01-03T00:00:00,PRCP,GHCND:US1CASM0047,",,N,0715",155
2023-01-03T00:00:00,PRCP,GHCND:US1CASO0003,",,N,0700",43
2023-01-03T00:00:00,PRCP,GHCND:US1CASO0006,",,N,0700",104
2023-01-03T00:00:00,PRCP,GHCND:US1CASO0010,",,N,0700",109
2023-01-03T00:00:00,TMAX,GHCND:USC00040693,",,7,0800",122
2023-01-03T00:00:00,TMIN,GHCND:USC00040693,",,7,0800",83
2023-01-03T00:00:00,PRCP,GHCND:USC00043244,",,7,1600",76
2023-01-03T00:00:00,TMAX,GHCND:USC00043244,",,7,1600",117
2023-01-03T00:00:00,TMIN,GHCND:USC00043244,",,7,1600",56
2023-01-03T00:00:00,TOBS,GHCND:USC00043244,",,7,1600",106
2023-01-03T00:00:00,PRCP,GHCND:USC00043714,",,7,1600",155
2023-01-03T00:00:00,TMAX,GHCND:USC00043714,",,7,1600",128
2023-01-03T00:00:00,TMIN,GHCND:USC00043714,",,7,1600",83
2023-01-03T00:00:00,TOBS,GHCND:USC00043714,",,7,1600",122
2023-01-03T00:00:00,PRCP,GHCND:USC00044500,",,7,1600",114
2023-01-03T00:00:00,TMAX,GHCND:USC00044500,",,7,1600",83
2023-01-03T00:00:00,TMIN,GHCND:USC00044500,",,7,1600",56
2023-01-03T00:00:00,TOBS,GHCND:USC00044500,",,7,1600",78
2023-01-03T00:00:00,PRCP,GHCND:USC00045915,",,7,0800",338
2023-01-03T00:00:00,SNOW,GHCND:USC00045915,",,7,",0
2023-01-03T00:00:00,SNWD,GHCND:USC00045915,",,7,",0
2023-01-03T00:00:00,TMAX,GHCND:USC00045915,",,7,0800",106
2023-01-03T00:00:00,TMIN,GHCND:USC00045915,",,7,0800",17
2023-01-03T00:00:00,TOBS,GHCND:USC00045915,",,7,0800",78
2023-01-03T00:00:00,DAPR,GHCND:USC00046027,",,7,",3
2023-01-03T00:00:00,MDPR,GHCND:USC00046027,",,7,",132
2023-01-03T00:00:00,PRCP,GHCND:USC00046336,",,7,2400",0
2023-01-03T00:00:00,TMAX,GHCND:USC00046336,",,7,2400",128
2023-01-03T00:00:00,TMIN,GHCND:USC00046336,",,7,2400",67
2023-01-03T00:00:00,TOBS,GHCND:USC00046336,",,7,2400",94
2023-01-03T00:00:00,PRCP,GHCND:USC00047339,",,7,2400",8
2023-01-03T00:00:00,TMAX,GHCND:USC00047339,",,7,2400",128
2023-01-03T00:00:00,TMIN,GHCND:USC00047339,",,7,2400",67
2023-01-03T00:00:00,TOBS,GHCND:USC00047339,",,7,2400",67
2023-01-03T00:00:00,PRCP,GHCND:USC00047880,",,7,2400",10
2023-01-03T00:00:00,TMAX,GHCND:USC00047880,",,7,2400",89
2023-01-03T00:00:00,TMIN,GHCND:USC00047880,",,7,2400",61
2023-01-03T00:00:00,TOBS,GHCND:USC00047880,",,7,2400",78
2023-01-03T00:00:00,PRCP,GHCND:USC00049185,",,7,0600",3
2023-01-03T00:00:00,PRCP,GHCND:USC00049219,",,7,1600",76
2023-01-03T00:00:00,TMAX,GHCND:USC00049219,",,7,1600",78
